id,time_utc,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
133,7/31/2020 14:25,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition Yankee. Follow @NWSMiami or @NWSNHC for more information on Tropical Storm #Isaias. Find out what port condition Yankee means: https://t.co/Vx6J7PYq4N #HurricaneSeason #AlwaysReady,/,ISAIS,2020,['MIAMI'],YANKEE,,,,
134,7/31/2020 14:22,#BreakingNews @USCG Sector #KeyWest Captain of the Port sets port condition Yankee. Follow @NWSKeyWest or  @NWSNHC for more information on Hurricane #Isaias. Find out what port condition Yankee means: https://t.co/MoBpXh2IiO #HurricaneSeason #AlwaysReady,/,ISAIAS,2020,['KEYWEST'],YANKEE,,,,
135,7/30/2020 19:20,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition X-ray. Follow @NWSMiami or @NWSNHC for more information on Tropical Storm #Isaias. Find out what port condition X-ray means: https://t.co/po8qhCOpTU #HurricaneSeason #AlwaysReady,/,ISAIS,2020,['MIAMI'],X-RAY,,,,
136,7/30/2020 11:19,#BreakingNews  @USCGSoutheast Sector #KeyWest captain of the port set port condition X-ray last night. Follow @NWSKeyWest or @NWSNHC for more information on Tropical Storm Isaias. Find out what port condition X-ray means: https://t.co/17CJoGdQjU #HurricaneSeason #AlwaysReady https://t.co/rWT4F4bcsL,136_1.jpg,ISAIAS,2020,KeyWest,X-RAY,7/29/2020 23:00,"All vessels must initiate heavy-weather preparations, secure moorings and gear, review emergency procedures, and be ready to get underway if higher port conditions are established.",,"Port and waterfront facilities must activate heavy-weather plans, secure or remove loose equipment and hazardous materials, verify emergency power and communications, and be prepared to cease cargo operations quickly as conditions escalate."
137,7/29/2020 18:19,#BreakingNews @USCGSoutheast Sector #Miami captain of the port set port condition Whiskey. Follow @NWSMiami or @NWSNHC for more information on Tropical Cyclone 9. Find out what port condition Whiskey means: https://t.co/1mthjLaoEp #HurricaneSeason #AlwaysReady https://t.co/Rdj40KLKaA,137_1.png; 137_2.png,NINE,2020,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,7/29/2020 6:00,"All vessels must review heavy-weather plans, begin securing gear, ensure sufficient mooring lines, and be ready to depart or reposition on short notice.",,"Port and terminal operators should activate heavy-weather procedures, secure waterfront equipment and hazardous materials, verify communications, and ensure cargo operations can be safely halted and facilities secured within 12 hours of further notice."
138,7/29/2020 14:48,#BreakingNews @USCGSoutheast Sector #KeyWest captain of the port set port condition Whiskey last night.  Follow @NWSKeyWest or @NWSNHC for more information on Tropical Cyclone 9. Find out what port condition Whiskey means: https://t.co/Vuo4d36KuL #HurricaneSeason #AlwaysReady https://t.co/aY0SKL0NLN,138_1.png,NINE,2020,KeyWest,WHISKEY,7/29/2020 2:00,"All vessels must review and begin implementing their heavy-weather plans, maintain a state of readiness to depart or safely moor, report intentions and mooring arrangements to the Captain of the Port, and ensure that cargo operations can be secured on short notice.",,"Ports and waterfront facilities remain open but must start securing equipment and hazardous materials, remove or lash down loose gear, verify emergency power and communications, and prepare to suspend operations as conditions escalate."
363,7/26/2020 20:06,The @USCG Captain of the Port set port condition ZULU for Honolulu and Kauai Counties Sunday.  Read here: https://t.co/f90iJumL0Q  When hurricane winds are present stay off the water.   Secure belongings.   Stay clear of beaches.  Be prepared.   Stay informed.   #HurricaneDouglas https://t.co/1K8v0TQY5F,/,DOUGLAS,2020,"['HONOLULU', 'KAUAI']",ZULU,,,,
364,7/25/2020 23:21,"The @USCG set port condition ZULU for Hawaii County.  Maui to follow to port condition ZULU at 8:00 p.m.  Honolulu to set port condition ZULU  at 2 a.m, Sunday.  Kauai to set port condition ZULU at 8 a.m., Sunday.  Read more: https://t.co/Ew9DddXrj0  Stay safe.  #HurricaneDouglas https://t.co/o6z947n5QJ",/,DOUGLAS,2020,"['HAWAII', 'MAUI', 'HONOLULU', 'KAUAI']",ZULU,,,,
365,7/25/2020 0:12,"The @USCG Captain of the Port set port condition X-RAY for Hawaii and Maui Counties, Friday.   Port condition WHISKEY was also set for Kauai County.   For more information visit: https://t.co/QWGeKa7x2e  Stay informed, stay safe.  #HurricaneDouglas https://t.co/tVQEFQkrY6",/,DOUGLAS,2020,"['HAWAII', 'MAUI', 'KAUAI']",X-RAY,,,,
366,7/24/2020 8:47,"The @USCG Captain of the Port set port condition WHISKEY for Hawaii, Maui and Honolulu Counties, Thursday.  During port condition WHISKEY, gale force winds of 39 mph are predicted to arrive within 72 hours.   For more information visit: https://t.co/db38bkIqjU  #HurricaneDouglas https://t.co/cC3KqWKIgh",/,DOUGLAS,2020,"['Hawaii', 'Maui', 'Honolulu']",WHISKEY,,,,
399,7/10/2020 18:01,"The Captain of the Port, Delaware Bay, has set a modified Port Condition WHISKEY due to the potential for severe weather in the New Jersey and Delaware area in the next 24 hours.  Please review Marine Safety Information Bulletin 16-20 for more information: https://t.co/5b0BsHSF68",/,DELAWARE,2020,"['DELAWARE', 'BAY']",WHISKEY,,,,
139,9/13/2019 18:12,.@USCG has set port condition X-ray in #PortCanaveral as of 2 p.m. today. Read the full Marine Safety Information Bulletin here: https://t.co/sAGKQkn9jY https://t.co/j5QMDBM5cL,139_1.png,NINE,2019,Canaveral,X-RAY,9/13/2019 18:00,,,
140,9/4/2019 0:21,.@USCG sets port condition Zulu in #Savannah and #Brunswick in preparation for #HurricaneDorian. More here: https://t.co/tajFIITWtR https://t.co/Ne1sg4Kc63,140_1.png,DORIAN,2019,"Savannah, Brunswick",ZULU,9/3/2019 12:00,Port Condition Zulu in effect: all vessel movements within the port are suspended.,,"Port facilities are closed, cargo operations are suspended, and storm-secure measures are in place."
141,9/4/2019 0:16,.@USCG sets port condition Yankee for the Port of Charleston as of 8 p.m. Tuesday in preparation for #HurricaneDorian. More here: https://t.co/s35Ab6pooB https://t.co/GYkzpyJ6QR,141_1.png,DORIAN,2019,Charleston,YANKEE,9/4/2019 0:00,Not specified in tweet or image,,Not specified in tweet or image
142,9/3/2019 16:03,.@USCG set port condition Zulu for #Jacksonville and #Fernandina due to the possibility of sustained gale force winds greater than 39 mph from #HurricaneDorian that may arrive within 24 hours. More here: https://t.co/TTYTcucBWc https://t.co/DezXTraD4E,142_1.png,DORIAN,2019,"Jacksonville, Fernandina",ZULU,9/3/2019 4:00,"Port closed; all vessel movements into, out of, or within the port are prohibited unless specifically authorized by the Captain of the Port.",,"Cargo handling and bunkering operations must cease; terminal and facility operators must secure cranes, hazardous materials, and waterfront equipment and keep the port closed until the Captain of the Port lifts Condition Zulu."
143,9/2/2019 23:02,"As of 4 p.m. Mon., USCG Capt. of the Port has set Port Condition X-Ray due to the expected arrival of tropical-storm-force winds of 39 mph from Hurricane Dorian within 48 hours.  Read more here: https://t.co/Sg4gb4mcWQ",/,DORIAN,2019,[],X-RAY,,,,
144,9/2/2019 12:52,.@USCG set port condition Yankee for #Jacksonville and #Fernandina as Hurricane #Dorian approaches.  More here: https://t.co/I4LDZkDNjv https://t.co/lyG8dmIx9B,144_1.png,DORIAN,2019,"Jacksonville, Fernandina",YANKEE,9/2/2019 1:00,Gale-force winds expected within 24 h; inbound traffic restricted and all vessels must complete storm preparations and be ready to depart or seek safe refuge.,,"Waterfront facilities must cease cargo transfers, secure cranes and loose equipment, and implement heavy-weather mooring and safety plans in anticipation of port closure."
145,9/2/2019 12:48,.@USCG set port condition Zulu for @PortCanaveral due to the possibility of sustained gale force winds greater than 39 mph from Hurricane Dorian that may arrive within 24 hours. More here: https://t.co/aquq4kPQ6H https://t.co/f9AmCITcGK,145_1.png,DORIAN,2019,Canaveral,ZULU,9/2/2019 0:00,"Port closed; all vessel movements into, out of, or within the port are suspended unless specifically authorized by the Captain of the Port.",,Cargo operations are halted and port/facility operators must secure facilities in accordance with hurricane plans; no transfer or cargo handling is permitted until the port reopens.
146,9/1/2019 18:07,.@USCG set port condition Zulu for the ports of Miami for 6 p.m. due to the possibility of sustained gale force winds greater than 39 mph from Hurricane Dorian that may arrive within 24 hours. More here: https://t.co/jZvA5Z5G3r https://t.co/mYZu0KNaHh,146_1.jpg,DORIAN,2019,Miami,ZULU,9/1/2019 18:00,All vessel movements within the port are prohibited once Condition ZULU is set.,,The port is closed to all vessel traffic and cargo handling operations are suspended until further notice.
147,9/1/2019 4:04,.@USCG sets port condition Whiskey in #Charleston   as Hurricane #Dorian approaches.   More here: https://t.co/NeLiM2EZIb https://t.co/KjjQDmlUw9,147_1.png,DORIAN,2019,Charleston,WHISKEY,8/31/2019 16:00,,,
148,8/31/2019 20:56,.@USCG sets port condition Yankee in @PortCanaveral  as Hurricane #Dorian approaches.   More here: https://t.co/2Zdn4lrNIG,/,DORIAN,2019,['PortCanaveral'],YANKEE,,,,
149,8/31/2019 16:19,.@USCG sets port condition X-Ray in the ports of   #Savannah and #Brunswick as Hurricane #Dorian approaches.   More here: https://t.co/BeMZP64G5i https://t.co/qw6LZB0fCG,149_1.png,DORIAN,2019,"Savannah, Brunswick",X-RAY,8/31/2019 4:00,,,
150,8/30/2019 1:28,.@USCG sets port condition X-Ray in the ports of  @CityofJax and #Fernandina as Hurricane #Dorian approaches.   More here: https://t.co/QSWpeeTHjy https://t.co/sbEicwzoda,150_1.png,DORIAN,2019,"Jacksonville, Fernandina",X-RAY,8/29/2019 13:00,,,
151,8/29/2019 21:24,.@USCG sets port condition Whiskey in #Savannah and #Brunswick as Hurricane #Dorian approaches.   More here: https://t.co/GVTcNxH2Ji https://t.co/3ChSd8g6bx,151_1.png,DORIAN,2019,"Savannah, Brunswick",WHISKEY,8/29/2019 9:00,All vessels should review and implement heavy-weather plans and be prepared for potential restrictions as Hurricane DORIAN approaches.,,Ports and marine facilities remain open; operators should initiate heavy-weather preparations and secure equipment in accordance with their hurricane plans.
152,8/29/2019 20:38,.@USCG sets port condition X-Ray in @PortCanaveral as Hurricane #Dorian approaches.   More here: https://t.co/O2TzQPV2lu https://t.co/Ai0rXB0pSN,152_1.png,DORIAN,2019,Canaveral,X-RAY,8/29/2019 8:00,,,
153,8/29/2019 13:19,.@USCG sets port condition Whiskey in the ports of Jacksonville and Fernandina as of 8 p.m. Wed in preparation for Hurricane #Dorian. More here: https://t.co/Y1EUYpUT30 https://t.co/mp1keIcEs6,153_1.png,DORIAN,2019,"Jacksonville, Fernandina",WHISKEY,8/28/2019 20:00,"All vessels are allowed to remain in port but must review and implement their heavy-weather plans, keep engines on standby, and stay alert to further Coast Guard directions.",,"Ports and waterfront facilities remain open; operators must secure loose equipment and cargo, test communications, and begin staging personnel and resources for possible escalation of port conditions."
154,8/28/2019 21:13,@USCG sets port condition Whiskey in Key West. More here: https://t.co/WrHGmZk7Fx https://t.co/1UkaHBcPbx,154_1.png,DORIAN,2019,KeyWest,WHISKEY,8/28/2019 9:00,"All vessels should review and implement their heavy-weather mooring or departure plans, monitor weather broadcasts, and be prepared to take additional action as conditions change.",,"Port and waterfront facilities remain open but must begin securing cargo-handling equipment, removing potential projectiles, and verifying that emergency power and communications are ready; facility operators should complete initial storm-prep checklists and report readiness to the Coast Guard."
155,8/28/2019 18:52,"U.S. Coast Guard sets port condition Whiskey for Port Tampa, St. Petersburg, and Manatee in preparation for Hurricane #Dorian. Read more at https://t.co/7VYZa7YdnV  For info on Hurricane Dorian’s progress and storm preparedness, visit https://t.co/ugI0GLkQC3",/,DORIAN,2019,"['TAMPA', 'ST', 'PETERSBURG', 'MANATEE']",WHISKEY,,,,
156,8/28/2019 18:13,.@USCG sets port condition Whiskey in Port Canaveral as of 1 p.m. today in preparation for Hurricane #Dorian. More here: https://t.co/iahvXCx94C https://t.co/Arai6RMfae,156_1.png,DORIAN,2019,Canaveral,WHISKEY,8/28/2019 13:00,,,
157,8/28/2019 15:55,.@USCG sets port condition Whiskey in Miami as of 12 p.m. today. More here: https://t.co/sC5uzmJUS7 https://t.co/lh6JOO8f1f,157_1.jpg,DORIAN,2019,Miami,WHISKEY,8/28/2019 16:00,,,
158,8/27/2019 23:54,"Effective at 11 pm, #CoastGuard will set Port Condition #YANKEE for all ports &amp; regulated facilities in Arecibo, Guanica, Guayama, Guayanilla, Mayagüez, Ponce, Salinas y Tallaboa, Puerto Rico due to #TropicalStormDorian's approach. Read more here: https://t.co/5RuePYR11Y",/,DORIAN,2019,"['ARECIBO', 'GUANICA', 'GUAYAMA', 'GUAYANILLA', 'MAYAGUEZ', 'PONCE', 'SALINAS', 'TALLABOA']",YANKEE,,,,
159,8/26/2019 17:09,#CoastGuard set Port Condition X-RAY at 2 a.m. Monday for #PuertoRico and the U.S. Virgin Islands due to potential sustained gale force winds greater than 39 mph from Tropical Storm #Dorian that may arrive to the area within 48 hours https://t.co/1RAvo1OXlD  #USCG #D7,/,DORIAN,2019,"['PUERTORICO', 'VIRGIN']",X-RAY,,,,
367,7/31/2019 1:32,The #USCG Captain of the Port set port condition Whiskey for Hawaii County meaning gale force winds 39 mph are predicted to arrive within 72 hours. Both ports currently remain open to all commercial and recreational traffic.  More information here: https://t.co/jhbdyWImTY https://t.co/r60FneYaua,367_1.jpg,ERICK,2019,"Hilo, Kawaihae",WHISKEY,7/30/2019 13:00,Ports remain open to all commercial and recreational traffic; vessels should monitor the storm and begin early preparations as required under Port Condition WHISKEY.,,"All port facilities remain open; operators should implement initial heavy weather preparations, secure equipment, and monitor further Coast Guard directives."
378,7/12/2019 22:50,"#USCG sets Port Condition Zulu, closes Port of New Orleans for #TropicalStormBarry. #Barry #BarryResponse #USCGBarryResponse",/,BARRY,2019,['NewOrleans'],ZULU,,,,
439,7/12/2019 18:17,"To all the mariners who may be in the path of #TropicalStormBarry, check HomePort and listen for #mariner broadcasts for the the latest safety and port condition information from @USCGHeartland. Stay safe out there!",/,BARRY,2019,[],WHISKEY,,,,
400,10/11/2018 21:11,"The @USCG Sector Hampton Roads Captain of the Port set Port Condition Yankee at 4 p.m. Wednesday, plans to set Zulu at 10 p.m. #PortConditions #Ports #PortOfVirginia #USCG #HurricaneMichael https://t.co/BFbGjWyG7S https://t.co/Ks85DAA2tM",400_1.jpg,MICHAEL,2018,"Norfolk, Portsmouth, NewportNews",YANKEE,10/10/2018 16:00,,,
401,10/9/2018 2:10,"Coast Guard sets port condition Whiskey for ports of Wilmington and Morehead City, NC. #HurricaneMichael  Read the details here: https://t.co/adRNEsgmM4 https://t.co/tXFAT9ukge",401_1.jpg,MICHAEL,2018,"Wilmington, MoreheadCity",WHISKEY,10/8/2018 14:00,,,
368,9/11/2018 21:34,"#USCG Captain of the Port has set port condition ZULU for Hawaii, Maui, Honolulu County ports as of 8 a.m. Kauai County is expected to follow to Zulu at noon.  more here: https://t.co/ZWxkJBDDwK https://t.co/LNxNAH0XXM",368_1.jpg,OLIVIA,2018,"Honolulu, Kalaeloa, Hilo, Kawaihae, Kahului, Kaunakakai, Kaumalapau",ZULU,9/11/2018 18:00,"All vessel movements within the affected ports are suspended; no arrivals, departures or transits are permitted without specific Coast Guard approval.",,"Cargo handling, bunkering and all waterfront operations are halted; facilities must secure equipment and prepare for severe weather."
402,9/11/2018 18:56,"The Captain of the Port for North Carolina set Port Condition X-ray, and the COTP for Virginia and Maryland set Port Condition Whiskey as of Monday evening, indicating that hurricane-force conditions are anticipated. #Florence #Hurricane #Preparation #Portshttps://goo.gl/5Ak4j1 https://t.co/H80CPEG9sq",402_1.jpg,FLORENCE,2018,"Wilmington, MoreheadCity, Norfolk, Portsmouth, NewportNews, Baltimore",X-RAY,9/11/2018 6:00,"All vessels should complete cargo operations, secure for heavy weather, and be prepared to depart or relocate as directed by the Captain of the Port.",,"Ports and marine facilities must activate their heavy-weather plans, secure hazardous materials and loose gear, and ensure that cargo-handling equipment and waterfront areas are properly secured."
160,9/11/2018 12:56,#BreakingNews @USCG sets port condition X-ray in Charleston. Find out more here https://t.co/V3ebnUOY7F https://t.co/YBSM3LeSU2,160_1.jpg,FLORENCE,2018,Charleston,X-RAY,9/11/2018 0:00,"Port remains open; all vessels may transit but must exercise caution and begin storm preparations, ensuring adequate moorings and readiness to depart if directed.",,"Cargo and facility operations may continue; facility operators should activate hurricane plans, secure loose equipment, and prepare to suspend operations if conditions escalate."
369,9/10/2018 22:11,Hawaii and Maui County ports are in port condition YANKEE as of 8 a.m. last night ahead of #HurricaneOlivia  Honolulu and Kauai Counties remain X-RAY status. Honolulu County will set port condition YANKEE at 6 p.m. followed by Kauai County at 8 p.m.  more: https://t.co/HIHxJkRBb8 https://t.co/P0XrGG5tlh,369_1.jpg,OLIVIA,2018,"Hilo, Kawaihae, Kahului, Kaunakakai, Honolulu, Kalaeloa, Nawiliwili",YANKEE,9/10/2018 10:00,"All vessels must complete cargo operations, secure their moorings and be prepared to depart or ride out the storm in port only with Captain-of-the-Port approval.",,"Port and facility operators must cease cargo handling, secure hazardous materials, and implement heavy-weather mooring and shutdown procedures."
161,9/10/2018 12:22,.@USCGSoutheast sets #port condition Whiskey for the ports of #SouthCarolina in anticipation of #HurricaneFlorence.  What does that mean? Details here: https://t.co/BTI0XNWdun https://t.co/AZ1Gm2IkPc,161_1.jpg,FLORENCE,2018,"Charleston, Georgetown",WHISKEY,9/10/2018 0:00,"All vessels must initiate heavy-weather preparatory measures, review their storm mooring or departure plans, and maintain readiness to clear the port as conditions escalate.",,"Ports and waterfront facilities remain open for normal operations; operators should secure hazardous cargo, verify emergency equipment, and begin implementing heavy-weather procedures in anticipation of conditions advancing beyond WHISKEY."
379,9/4/2018 15:07,The Coast Guard set Port Condition YANKEE for the Sector New Orleans and Sector Mobile areas. Port Condition YANKEE is set when hurricane-force winds are possible within 24 hours. For more info visit: https://t.co/1kzNfFQ0Bc,/,YANKEE,2018,"['NEW', 'ORLEANS', 'MOBILE']",YANKEE,,,,
370,8/23/2018 22:46,The Coast Guard Captain of the Port set port condition ZULU for Honolulu County ports as of 11 a.m. today. Kauai County is expected to follow at 11 p.m. Hawaii and Maui county remain in port condition ZULU. More here: https://t.co/N6OqtDuqUt  #HurricaneLane https://t.co/YAtzZP54Fh,370_1.jpg,LANE,2018,"Princeville, Lihue, Poipu, Waialua, Nanakuli, Honolulu, Kailua, Kahuku, Kalaupapa, Kihei, Kahului, Hana, Hawi, Hilo, Volcano, Laupahoehoe",ZULU,8/23/2018 11:00,Port Condition ZULU: all vessel movements within affected ports are suspended; ports are closed to all inbound and outbound traffic.,,Port and terminal facilities must cease cargo operations and secure waterfront areas and equipment in accordance with their severe weather plans; port is closed until further notice.
371,8/22/2018 23:44,"Port condition ZULU has been set for Hawaii County, closing inbound and outbound vessel traffic until further notice ahead of #HurricaneLane.  Port condition YANKEE is set for all Oahu, Maui, Lanai, Molokai and Kauai ports as of 11 a.m. today.  more here: https://t.co/8rXx7IkFin https://t.co/OXtgw7Yhy7",371_1.jpg,LANE,2018,"Princeville, Poipu, Lihue, Waialua, Honolulu, Nanakuli, Kahuku, Kalaupapa, Kaunakakai, Lanai, Kihei, Kahului, Hana, Hawi, Laupahoehoe, Kailua, Hilo, Volcano, Kealakekua, Waikoloa",ZULU,8/22/2018 11:00,Inbound and outbound vessel traffic closed until further notice.,,Port closed to vessel traffic until further notice.
372,8/7/2018 22:46,"The #USCG Captain of the Port set port condition YANKEE for Hawaii County Ports as of 11 a.m. Tuesday.  Ports are closed to inbound traffic, and vessel traffic control measures are in effect on vessel movements within the port.   More: https://t.co/kT5uXeTUP7  #HurricaneHector https://t.co/G3bCL7CA4s",372_1.jpg,HECTOR,2018,"Hilo, Kawaihae",YANKEE,8/7/2018 11:00,Ports are closed to inbound vessel traffic; vessel traffic control measures are in effect for all movements within the port.,,No specific facility directives stated beyond the closure to inbound traffic and implementation of traffic control measures.
373,8/5/2018 22:13,"The #USCG Captain of the Port set Port Condition WHISKEY for Hawaii County as of 11 a.m. These ports are currently open to all traffic, and transfer operations may continue while Whiskey is in effect.  More: https://t.co/uzIZGV6Eyh Follow #HurricaneHector: https://t.co/wFWNFOXaJJ https://t.co/OT8dMCGJDn",373_1.jpg,HECTOR,2018,"Hilo, Kawaihae",WHISKEY,8/5/2018 21:00,Ports remain open to all vessel traffic.,,Transfer operations may continue while Condition WHISKEY is in effect.
403,3/2/2018 17:44,The Coast Guard sets Port Condition X-Ray for the Maryland-National Capital Region due to the storm system. Read more: https://t.co/4Bf8fFsfP7 https://t.co/0f62NjJ9Wr,403_1.jpg,,2018,"Baltimore, Washington, Annapolis",X-RAY,3/2/2018 5:00,"All vessels are directed to begin heavy-weather preparations, secure moorings, double up lines as needed, test main and auxiliary engines, and be ready to depart the port or seek safe shelter if ordered by the Captain of the Port.",,"Waterfront facilities must initiate their heavy-weather plans: secure cargo handling gear, remove or properly stow hazardous materials, reduce container stacks, ensure all pollution-prevention systems are in place, and be prepared to suspend cargo operations as conditions deteriorate."
162,9/27/2017 21:22,@USCG #port condition update for #PuertoRico and the #USVI at https://t.co/x0dR70J86d  #Hurricane #Maria #USVI https://t.co/VgU6KDfv0Y,162_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Guayanilla, Fajardo, Yabucoa, Guanica, CharlotteAmalie, CruzBay, Frederiksted, Christiansted",ZULU,9/27/2017 9:00,All vessel movements within affected ports are prohibited unless specifically authorized by the Captain of the Port.,,Cargo and bunkering operations are suspended; port facilities are directed to secure equipment and implement heavy-weather safety plans until further notice.
163,9/19/2017 11:44,.@USCG Captain of the Port for Puerto Rico &amp; USVI set Port Condition Zulu for Hurricane #Maria: more info here: https://t.co/0oIEsXQLht https://t.co/G6EfsHEyZI,163_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, CharlotteAmalie, CruzBay, Christiansted, Frederiksted",ZULU,9/18/2017 23:00,All vessel movements within the COTP zone are prohibited; vessels alongside must be secured and may not conduct cargo or bunkering operations without specific Coast Guard approval.,,"All ports and waterfront facilities are closed to commercial operations; cargo handling, bunkering, and passenger embarkation are suspended and facilities must implement heavy-weather securing plans."
164,9/18/2017 22:02,.@USCG Captain of the Port of Puerto Rico &amp; USVI sets port condition Yankee for Hurricane #Maria; more info here: https://t.co/b8bPqvYwTk https://t.co/QpfzOjgvyl,164_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Fajardo, Guayanilla, Aguadilla, CharlotteAmalie, Christiansted, Frederiksted, CruzBay",YANKEE,9/18/2017 10:00,"All vessels must cease cargo operations, secure moorings, and complete storm preparations in anticipation of gale-force winds within 24 hours.",,"Ports and waterfront facilities must suspend all cargo and fuel transfer operations, secure hazardous materials and equipment, and lock down cranes and piers for heavy-weather conditions."
165,9/18/2017 0:39,"As Hurricane #Maria strengthens &amp; approaches Caribbean, #USCG Captain of the Port sets port condition XRay: https://t.co/l9uZJxEsQ3 https://t.co/Rk3ZPAprSc",165_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Fajardo, Culebra, Vieques, StThomas, StCroix",XRAY,9/17/2017 12:00,"All vessels must initiate heavy-weather preparations, secure moorings, double up lines, and be ready to depart the port or take further action within 24-hours notice.",,"Port and waterfront facilities must begin securing cargo-handling equipment, remove or secure hazardous materials and debris, ensure availability of adequate mooring arrangements, and review hurricane preparedness plans with the Captain of the Port."
200,9/11/2017 14:03,Are you in area impacted by #Irma &amp; wondering about major port condition updates? Then follow @USCGSoutheast for the latest official info! https://t.co/rxXeVhfMHV,/,IRMA,2017,[],0,,,,
166,9/11/2017 13:24,"Official Port condition updates for major #FL, #GA, #SC ports will be issued by #USCG this twitter feed as they are changed. #staysafe",/,UNKNOWN,2017,[],UNKNOWN,,,,
167,9/10/2017 17:51,#USCG sets Port Condition Yankee in Charleston for Hurricane #Irma.  Read more here: https://t.co/hei0xcfOx7,/,IRMA,2017,['Charleston'],YANKEE,,,,
168,9/10/2017 14:24,"#USCG sets Port Condition Zulu, closes the Port of Savannah and Brunswick for Hurricane #Irma. Read more: https://t.co/ob4biOYCln",/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",ZULU,,,,
169,9/10/2017 0:11,"#HappeningNow #USCG sets Port Condition Zulu, closes the Port of Jacksonville and Fernandina for Hurricane #Irma &gt;&gt; https://t.co/Vi14bVnTDY",/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",ZULU,,,,
170,9/9/2017 16:34,#HappeningNow #USCG sets Port Condition Zulu and closes Port Canaveral for Hurricane #Irma. Read more: https://t.co/zwaUbNIw2Q,/,IRMA,2017,['Canaveral'],ZULU,,,,
171,9/9/2017 16:12,#HappeningNow #USCG sets Port Condition Yankee in Savannah and Brunswick for Hurricane #Irma. Read more: https://t.co/WTGKXinnzS,/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",YANKEE,,,,
172,9/9/2017 13:56,#USCG sets Port Condition Yankee for the Port of Jacksonville and Fernandina for Hurricane #Irma. Read more here: https://t.co/82IJPmeLkE,/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",YANKEE,,,,
173,9/9/2017 0:46,"#HappeningNow #USCG set Port Condition YANKEE in Tampa, St. Petersburg &amp; Manatee for Hurricane #Irma. More &gt;&gt; https://t.co/3RcN5HAzeE",/,IRMA,2017,"['TAMPA', 'ST.', 'PETERSBURG', 'MANATEE']",YANKEE,,,,
174,9/8/2017 23:59,#HappeningNow #USCG sets Port Condition X-ray in Charleston in preparation for Hurricane #Irma. Read more here: https://t.co/nBjtxZ1Zu2,/,IRMA,2017,['CHARLESTON'],X-RAY,,,,
175,9/8/2017 16:08,#HappeningNow #USCG sets Port Condition X-ray in Savannah and Brunswick. Read more: https://t.co/alTbDcCwgN,/,SAVANNAH,2017,"['SAVANNAH', 'BRUNSWICK']",X-RAY,,,,
176,9/8/2017 14:34,#USCG sets Port Condition Yankee for Port Canaveral.  Read more: https://t.co/u08AOhDXYE,/,YANKEE,2017,['CANAVERAL'],YANKEE,,,,
177,9/7/2017 23:48,#HappeningNow #USCG sets Port Condition X-ray for the Port Jacksonville and Fernandina. Read more here: https://t.co/uKNIEQI8Cy,/,X-RAY,2017,"['JACKSONVILLE', 'FERNANDINA']",X-RAY,,,,
404,9/7/2017 20:53,Port Condition Whiskey has been set in #NC ports. https://t.co/TKlNxNWuJJ https://t.co/dFEPMPb3NE,404_1.jpg,IRMA,2017,"Wilmington, MoreheadCity",WHISKEY,9/7/2017 8:00,"All vessels are advised to remain vigilant, review and implement heavy-weather plans, and begin preparations to depart or seek safe harbor as conditions change.",,"Ports and waterfront facilities remain open but should initiate heavy-weather preparations, secure hazardous materials and potential pollutants, and be ready for additional restrictions as the storm approaches."
178,9/7/2017 16:06,#HappeningNow #USCG sets Port Condition Whiskey in Charleston in preparation for Hurricane #Irma. Read more here: https://t.co/8oHE0XlDXN,/,IRMA,2017,['CHARLESTON'],WHISKEY,,,,
179,9/7/2017 14:20,#HappeningNow #USCG sets Port Condition X-ray for Port Canaveral. Read more here: https://t.co/Ur8O6FxP1x,/,X-RAY,2017,['CANAVERAL'],X-RAY,,,,
180,9/7/2017 14:17,#HappeningNow #USCG sets Port Condition Whiskey for the ports of Savannah and Brunswick. Read more here: https://t.co/EFWJrWuIoo,/,WHISKEY,2017,"['SAVANNAH', 'BRUNSWICK']",WHISKEY,,,,
181,9/7/2017 0:23,#HappeningNow #USCG sets Port Condition Whiskey for the Port Jacksonville and Fernandina. Read more here: https://t.co/RM1Q9Pvpcu,/,WHISKEY,2017,"['JACKSONVILLE', 'FERNANDINA']",WHISKEY,,,,
182,9/6/2017 16:53,#HappeningNow #USCG sets Port Condition Whiskey for Port Canaveral. Read more at: https://t.co/T8QoxzoKaR,/,WHISKEY,2017,['CANAVERAL'],WHISKEY,,,,
380,9/1/2017 19:50,The CG Captain of the Port Zone Houston-Galveston has issued a port condition update. More: https://t.co/HFhFiLvMIb #uscg #harvey,/,HARVEY,2017,"['HOUSTON', 'GALVESTON']",X-RAY,,,,
