time_utc,id,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
11/5/2020 19:05,124,#BreakingNews @USCG Sector #Miami sets port condition #Whiskey for the Port of Miami due to the expectation of sustained tropical force winds Tropical Storm #Eta. Visit the #USCG Homeport page for port condition updates.  https://t.co/rj7vHs2yAn #D7 #Ready #Responsive @NWSMiami,/,ETA,2020,['Miami'],WHISKEY,11/5/2020 19:05,,,
11/5/2020 1:04,125,.@USCG the Coast Guard set port condition Whiskey for the Port of Key West due to the expectation of sustained gale force winds of 25 mph and gusts up to 40 mph that may arrive within 72 hours. More here: https://t.co/ZOJRffun6f #D7 #USCG #Ready #Relevant #Responsive #Eta https://t.co/WqMQmxgTzI,125_1.jpg,ETA,2020,KeyWest,WHISKEY,11/4/2020 13:00,,,
8/24/2020 0:28,126,"#HappeningNow @USCG Sector #KeyWest Captain of the Port sets port condition Zulu the Port of Key West. Follow @NWSKeyWest, @NWSNHC for more info. on Tropical Storm Laura. https://t.co/8WSLaG6Fw6  #HurricaneSeason #AlwaysReady",/,LAURA,2020,['KEYWEST'],ZULU,8/24/2020 0:28,,,
8/23/2020 12:19,127,#HappeningNow @USCG Sector #KeyWest Captain of the Port sets port condition Yankee. Follow @NWSKeyWest or  @NWSNHC for more information on Tropical Storm Laura. Find out what port condition Yankee means:  https://t.co/b9tve7JB5I #HurricaneSeason #AlwaysReady,/,LAURA,2020,['KEYWEST'],YANKEE,8/23/2020 12:19,,,
8/22/2020 0:13,128,#BreakingNews @USCG Sector #KeyWest Captain of the Port set port condition X-ray at 8 p.m. Follow  @NWSKeyWest or @NWSNHC for more information on Tropical Storm Laura. Find out what port condition X-ray means: https://t.co/nvRbM05w7p #HurricaneSeason #AlwaysReady,/,LAURA,2020,['KEYWEST'],X-RAY,8/22/2020 0:13,,,
8/21/2020 16:38,129,"Time to prepare! At 8 a.m. Friday, the @USCG COTP set port condition Whiskey for the #PortofMiami due to expected \sustained tropical force winds of 39-73 mph generated from #TropicalStormLaura that may arrive within 72 hours Read more here: https://t.co/0z2qQG22iA #D7 #Miami https://t.co/ftazdBD9iL",129_1.jpg,LAURA,2020,Miami,WHISKEY,8/21/2020 12:00,,,
8/4/2020 0:44,391,"The Captain of the Port set Port Condition Zulu for the Port of Delaware Bay at 8 p.m. on Monday, due to predicted sustained tropical storm force winds generated by Tropical Storm Isaias, which may arrive within the next 12 hours.  Read More:https://t.co/8CPhptqLhZ",/,ISAIAS,2020,"['DELAWARE', 'BAY']",ZULU,8/4/2020 0:44,,,
8/3/2020 19:07,392,"The Captain of the Port for the Port of Baltimore set Port Condition Yankee at 2 p.m., Monday, in anticipation of Tropical Storm Isaias, indicating that sustained gale-force winds are possible within 24 hours.  Read more here: https://t.co/Sp9GOvhH2H",/,ISAIAH,2020,['BALTIMORE'],YANKEE,8/3/2020 19:07,,,
8/2/2020 20:26,393,Captain of the Port #Virginia set Port Condition X-RAY in anticipation of #Isaias. Press Release: https://t.co/CYzC0P3cbA  MSIB 20-200: https://t.co/gq3MF2SI35,/,ISAIAS,2020,['Virginia'],X-RAY,8/2/2020 20:26,,,
8/2/2020 20:25,394,Captain of the Port #NorthCarolina set Port Condition X-RAY in anticipation of #Isaias. Press Release: https://t.co/ThdNXgGJiH  MSIB 011-20: https://t.co/Jfwgcb3SpN,/,ISAIS,2020,['NORTHCAROLINA'],X-RAY,8/2/2020 20:25,,,
8/2/2020 2:17,395,Captains of the Port for North Carolina and Virginia have set Port Condition X-RAY in anticipation of #ISAIAS  https://t.co/ig08HSt1Rg. https://t.co/DW0MhaDWrM,/,ISAIAS,2020,"['NORTH', 'CAROLINA', 'VIRGINIA']",X-RAY,8/2/2020 2:17,,,
8/1/2020 12:05,131,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition Zulu. Follow @NWSMiami or @NWSNHC for more information on Hurricane #Isaias. Find out what port condition Zulu means: https://t.co/NrIedAVOXC #HurricaneSeason #AlwaysReady,/,ISAIAS,2020,['MIAMI'],ZULU,8/1/2020 12:05,,,
8/1/2020 2:08,132,"#BreakingNews @USCG Sector #KeyWest Captain of the Port sets port condition Zulu for Islamorada north to Ceasar's Creek. Follow @NWSKeyWest, @NWSNHC for more info. on Hurricane #Isaias. Find out what port condition Zulu means: https://t.co/0LprS8DNQP #HurricaneSeason #AlwaysReady",/,ISAIAH,2020,"['ISLAMORADA', 'CEASARS']",ZULU,8/1/2020 2:08,,,
7/31/2020 22:06,396,Captains of the Port for #Virginia and #Maryland set Port Condition WHISKEY today in anticipation of Hurricane #Isaias. Press Release: https://t.co/h7zC8FBsuV,/,ISAIAS,2020,"['VIRGINIA', 'MARYLAND']",WHISKEY,7/31/2020 22:06,,,
7/31/2020 22:03,397,Captain of the Port #NorthCarolina set Port Condition WHISKEY today in anticipation of Hurricane #Isaias. Press Release: https://t.co/02nZ6eQOuo MSIB 010-20: https://t.co/PxFVYyw2xd,/,ISAIAS,2020,['NORTHCAROLINA'],WHISKEY,7/31/2020 22:03,,,
7/31/2020 14:25,133,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition Yankee. Follow @NWSMiami or @NWSNHC for more information on Tropical Storm #Isaias. Find out what port condition Yankee means: https://t.co/Vx6J7PYq4N #HurricaneSeason #AlwaysReady,/,ISAIS,2020,['MIAMI'],YANKEE,7/31/2020 14:25,,,
7/31/2020 14:22,134,#BreakingNews @USCG Sector #KeyWest Captain of the Port sets port condition Yankee. Follow @NWSKeyWest or  @NWSNHC for more information on Hurricane #Isaias. Find out what port condition Yankee means: https://t.co/MoBpXh2IiO #HurricaneSeason #AlwaysReady,/,ISAIAS,2020,['KEYWEST'],YANKEE,7/31/2020 14:22,,,
7/30/2020 19:20,135,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition X-ray. Follow @NWSMiami or @NWSNHC for more information on Tropical Storm #Isaias. Find out what port condition X-ray means: https://t.co/po8qhCOpTU #HurricaneSeason #AlwaysReady,/,ISAIS,2020,['MIAMI'],X-RAY,7/30/2020 19:20,,,
7/30/2020 11:19,136,#BreakingNews  @USCGSoutheast Sector #KeyWest captain of the port set port condition X-ray last night. Follow @NWSKeyWest or @NWSNHC for more information on Tropical Storm Isaias. Find out what port condition X-ray means: https://t.co/17CJoGdQjU #HurricaneSeason #AlwaysReady https://t.co/rWT4F4bcsL,136_1.jpg,ISAIAS,2020,KeyWest,X-RAY,7/29/2020 23:00,"All vessels must initiate heavy-weather preparations, secure moorings and gear, review emergency procedures, and be ready to get underway if higher port conditions are established.","All vessels must initiate heavy-weather preparations, secure moorings and gear, review emergency procedures, and be ready to get underway if higher port conditions are established.","Port and waterfront facilities must activate heavy-weather plans, secure or remove loose equipment and hazardous materials, verify emergency power and communications, and be prepared to cease cargo operations quickly as conditions escalate."
7/29/2020 18:19,137,#BreakingNews @USCGSoutheast Sector #Miami captain of the port set port condition Whiskey. Follow @NWSMiami or @NWSNHC for more information on Tropical Cyclone 9. Find out what port condition Whiskey means: https://t.co/1mthjLaoEp #HurricaneSeason #AlwaysReady https://t.co/Rdj40KLKaA,137_1.png; 137_2.png,NINE,2020,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,7/29/2020 6:00,"All vessels must review heavy-weather plans, begin securing gear, ensure sufficient mooring lines, and be ready to depart or reposition on short notice.","All vessels must review heavy-weather plans, begin securing gear, ensure sufficient mooring lines, and be ready to depart or reposition on short notice.","Port and terminal operators should activate heavy-weather procedures, secure waterfront equipment and hazardous materials, verify communications, and ensure cargo operations can be safely halted and facilities secured within 12 hours of further notice."
7/29/2020 14:48,138,#BreakingNews @USCGSoutheast Sector #KeyWest captain of the port set port condition Whiskey last night.  Follow @NWSKeyWest or @NWSNHC for more information on Tropical Cyclone 9. Find out what port condition Whiskey means: https://t.co/Vuo4d36KuL #HurricaneSeason #AlwaysReady https://t.co/aY0SKL0NLN,138_1.png,NINE,2020,KeyWest,WHISKEY,7/29/2020 2:00,"All vessels must review and begin implementing their heavy-weather plans, maintain a state of readiness to depart or safely moor, report intentions and mooring arrangements to the Captain of the Port, and ensure that cargo operations can be secured on short notice.","All vessels must review and begin implementing their heavy-weather plans, maintain a state of readiness to depart or safely moor, report intentions and mooring arrangements to the Captain of the Port, and ensure that cargo operations can be secured on short notice.","Ports and waterfront facilities remain open but must start securing equipment and hazardous materials, remove or lash down loose gear, verify emergency power and communications, and prepare to suspend operations as conditions escalate."
7/26/2020 20:06,363,The @USCG Captain of the Port set port condition ZULU for Honolulu and Kauai Counties Sunday.  Read here: https://t.co/f90iJumL0Q  When hurricane winds are present stay off the water.   Secure belongings.   Stay clear of beaches.  Be prepared.   Stay informed.   #HurricaneDouglas https://t.co/1K8v0TQY5F,/,DOUGLAS,2020,"['HONOLULU', 'KAUAI']",ZULU,7/26/2020 20:06,,,
7/25/2020 23:21,364,"The @USCG set port condition ZULU for Hawaii County.  Maui to follow to port condition ZULU at 8:00 p.m.  Honolulu to set port condition ZULU  at 2 a.m, Sunday.  Kauai to set port condition ZULU at 8 a.m., Sunday.  Read more: https://t.co/Ew9DddXrj0  Stay safe.  #HurricaneDouglas https://t.co/o6z947n5QJ",/,DOUGLAS,2020,"['HAWAII', 'MAUI', 'HONOLULU', 'KAUAI']",ZULU,7/25/2020 23:21,,,
7/25/2020 0:12,365,"The @USCG Captain of the Port set port condition X-RAY for Hawaii and Maui Counties, Friday.   Port condition WHISKEY was also set for Kauai County.   For more information visit: https://t.co/QWGeKa7x2e  Stay informed, stay safe.  #HurricaneDouglas https://t.co/tVQEFQkrY6",/,DOUGLAS,2020,"['HAWAII', 'MAUI', 'KAUAI']",X-RAY,7/25/2020 0:12,,,
7/24/2020 8:47,366,"The @USCG Captain of the Port set port condition WHISKEY for Hawaii, Maui and Honolulu Counties, Thursday.  During port condition WHISKEY, gale force winds of 39 mph are predicted to arrive within 72 hours.   For more information visit: https://t.co/db38bkIqjU  #HurricaneDouglas https://t.co/cC3KqWKIgh",/,DOUGLAS,2020,"['Hawaii', 'Maui', 'Honolulu']",WHISKEY,7/24/2020 8:47,,,
7/10/2020 18:01,399,"The Captain of the Port, Delaware Bay, has set a modified Port Condition WHISKEY due to the potential for severe weather in the New Jersey and Delaware area in the next 24 hours.  Please review Marine Safety Information Bulletin 16-20 for more information: https://t.co/5b0BsHSF68",/,DELAWARE,2020,"['DELAWARE', 'BAY']",WHISKEY,7/10/2020 18:01,,,
9/13/2019 18:12,139,.@USCG has set port condition X-ray in #PortCanaveral as of 2 p.m. today. Read the full Marine Safety Information Bulletin here: https://t.co/sAGKQkn9jY https://t.co/j5QMDBM5cL,139_1.png,NINE,2019,Canaveral,X-RAY,9/13/2019 18:00,,,
9/4/2019 0:21,140,.@USCG sets port condition Zulu in #Savannah and #Brunswick in preparation for #HurricaneDorian. More here: https://t.co/tajFIITWtR https://t.co/Ne1sg4Kc63,140_1.png,DORIAN,2019,"Savannah, Brunswick",ZULU,9/3/2019 12:00,Port Condition Zulu in effect: all vessel movements within the port are suspended.,Port Condition Zulu in effect: all vessel movements within the port are suspended.,"Port facilities are closed, cargo operations are suspended, and storm-secure measures are in place."
9/4/2019 0:16,141,.@USCG sets port condition Yankee for the Port of Charleston as of 8 p.m. Tuesday in preparation for #HurricaneDorian. More here: https://t.co/s35Ab6pooB https://t.co/GYkzpyJ6QR,141_1.png,DORIAN,2019,Charleston,YANKEE,9/4/2019 0:00,Not specified in tweet or image,Not specified in tweet or image,Not specified in tweet or image
9/3/2019 16:03,142,.@USCG set port condition Zulu for #Jacksonville and #Fernandina due to the possibility of sustained gale force winds greater than 39 mph from #HurricaneDorian that may arrive within 24 hours. More here: https://t.co/TTYTcucBWc https://t.co/DezXTraD4E,142_1.png,DORIAN,2019,"Jacksonville, Fernandina",ZULU,9/3/2019 4:00,"Port closed; all vessel movements into, out of, or within the port are prohibited unless specifically authorized by the Captain of the Port.","Port closed; all vessel movements into, out of, or within the port are prohibited unless specifically authorized by the Captain of the Port.","Cargo handling and bunkering operations must cease; terminal and facility operators must secure cranes, hazardous materials, and waterfront equipment and keep the port closed until the Captain of the Port lifts Condition Zulu."
9/2/2019 23:02,143,"As of 4 p.m. Mon., USCG Capt. of the Port has set Port Condition X-Ray due to the expected arrival of tropical-storm-force winds of 39 mph from Hurricane Dorian within 48 hours.  Read more here: https://t.co/Sg4gb4mcWQ",/,DORIAN,2019,[],X-RAY,9/2/2019 23:02,,,
9/2/2019 12:52,144,.@USCG set port condition Yankee for #Jacksonville and #Fernandina as Hurricane #Dorian approaches.  More here: https://t.co/I4LDZkDNjv https://t.co/lyG8dmIx9B,144_1.png,DORIAN,2019,"Jacksonville, Fernandina",YANKEE,9/2/2019 1:00,Gale-force winds expected within 24 h; inbound traffic restricted and all vessels must complete storm preparations and be ready to depart or seek safe refuge.,Gale-force winds expected within 24 h; inbound traffic restricted and all vessels must complete storm preparations and be ready to depart or seek safe refuge.,"Waterfront facilities must cease cargo transfers, secure cranes and loose equipment, and implement heavy-weather mooring and safety plans in anticipation of port closure."
9/2/2019 12:48,145,.@USCG set port condition Zulu for @PortCanaveral due to the possibility of sustained gale force winds greater than 39 mph from Hurricane Dorian that may arrive within 24 hours. More here: https://t.co/aquq4kPQ6H https://t.co/f9AmCITcGK,145_1.png,DORIAN,2019,Canaveral,ZULU,9/2/2019 0:00,"Port closed; all vessel movements into, out of, or within the port are suspended unless specifically authorized by the Captain of the Port.","Port closed; all vessel movements into, out of, or within the port are suspended unless specifically authorized by the Captain of the Port.",Cargo operations are halted and port/facility operators must secure facilities in accordance with hurricane plans; no transfer or cargo handling is permitted until the port reopens.
9/1/2019 18:07,146,.@USCG set port condition Zulu for the ports of Miami for 6 p.m. due to the possibility of sustained gale force winds greater than 39 mph from Hurricane Dorian that may arrive within 24 hours. More here: https://t.co/jZvA5Z5G3r https://t.co/mYZu0KNaHh,146_1.jpg,DORIAN,2019,Miami,ZULU,9/1/2019 18:00,All vessel movements within the port are prohibited once Condition ZULU is set.,All vessel movements within the port are prohibited once Condition ZULU is set.,The port is closed to all vessel traffic and cargo handling operations are suspended until further notice.
9/1/2019 4:04,147,.@USCG sets port condition Whiskey in #Charleston   as Hurricane #Dorian approaches.   More here: https://t.co/NeLiM2EZIb https://t.co/KjjQDmlUw9,147_1.png,DORIAN,2019,Charleston,WHISKEY,8/31/2019 16:00,,,
8/31/2019 20:56,148,.@USCG sets port condition Yankee in @PortCanaveral  as Hurricane #Dorian approaches.   More here: https://t.co/2Zdn4lrNIG,/,DORIAN,2019,['PortCanaveral'],YANKEE,8/31/2019 20:56,,,
8/31/2019 16:19,149,.@USCG sets port condition X-Ray in the ports of   #Savannah and #Brunswick as Hurricane #Dorian approaches.   More here: https://t.co/BeMZP64G5i https://t.co/qw6LZB0fCG,149_1.png,DORIAN,2019,"Savannah, Brunswick",X-RAY,8/31/2019 4:00,,,
8/30/2019 1:28,150,.@USCG sets port condition X-Ray in the ports of  @CityofJax and #Fernandina as Hurricane #Dorian approaches.   More here: https://t.co/QSWpeeTHjy https://t.co/sbEicwzoda,150_1.png,DORIAN,2019,"Jacksonville, Fernandina",X-RAY,8/29/2019 13:00,,,
8/29/2019 21:24,151,.@USCG sets port condition Whiskey in #Savannah and #Brunswick as Hurricane #Dorian approaches.   More here: https://t.co/GVTcNxH2Ji https://t.co/3ChSd8g6bx,151_1.png,DORIAN,2019,"Savannah, Brunswick",WHISKEY,8/29/2019 9:00,All vessels should review and implement heavy-weather plans and be prepared for potential restrictions as Hurricane DORIAN approaches.,All vessels should review and implement heavy-weather plans and be prepared for potential restrictions as Hurricane DORIAN approaches.,Ports and marine facilities remain open; operators should initiate heavy-weather preparations and secure equipment in accordance with their hurricane plans.
8/29/2019 20:38,152,.@USCG sets port condition X-Ray in @PortCanaveral as Hurricane #Dorian approaches.   More here: https://t.co/O2TzQPV2lu https://t.co/Ai0rXB0pSN,152_1.png,DORIAN,2019,Canaveral,X-RAY,8/29/2019 8:00,,,
8/29/2019 13:19,153,.@USCG sets port condition Whiskey in the ports of Jacksonville and Fernandina as of 8 p.m. Wed in preparation for Hurricane #Dorian. More here: https://t.co/Y1EUYpUT30 https://t.co/mp1keIcEs6,153_1.png,DORIAN,2019,"Jacksonville, Fernandina",WHISKEY,8/28/2019 20:00,"All vessels are allowed to remain in port but must review and implement their heavy-weather plans, keep engines on standby, and stay alert to further Coast Guard directions.","All vessels are allowed to remain in port but must review and implement their heavy-weather plans, keep engines on standby, and stay alert to further Coast Guard directions.","Ports and waterfront facilities remain open; operators must secure loose equipment and cargo, test communications, and begin staging personnel and resources for possible escalation of port conditions."
8/28/2019 21:13,154,@USCG sets port condition Whiskey in Key West. More here: https://t.co/WrHGmZk7Fx https://t.co/1UkaHBcPbx,154_1.png,DORIAN,2019,KeyWest,WHISKEY,8/28/2019 9:00,"All vessels should review and implement their heavy-weather mooring or departure plans, monitor weather broadcasts, and be prepared to take additional action as conditions change.","All vessels should review and implement their heavy-weather mooring or departure plans, monitor weather broadcasts, and be prepared to take additional action as conditions change.","Port and waterfront facilities remain open but must begin securing cargo-handling equipment, removing potential projectiles, and verifying that emergency power and communications are ready; facility operators should complete initial storm-prep checklists and report readiness to the Coast Guard."
8/28/2019 18:52,155,"U.S. Coast Guard sets port condition Whiskey for Port Tampa, St. Petersburg, and Manatee in preparation for Hurricane #Dorian. Read more at https://t.co/7VYZa7YdnV  For info on Hurricane Dorian’s progress and storm preparedness, visit https://t.co/ugI0GLkQC3",/,DORIAN,2019,"['TAMPA', 'ST', 'PETERSBURG', 'MANATEE']",WHISKEY,8/28/2019 18:52,,,
8/28/2019 18:13,156,.@USCG sets port condition Whiskey in Port Canaveral as of 1 p.m. today in preparation for Hurricane #Dorian. More here: https://t.co/iahvXCx94C https://t.co/Arai6RMfae,156_1.png,DORIAN,2019,Canaveral,WHISKEY,8/28/2019 13:00,,,
8/28/2019 15:55,157,.@USCG sets port condition Whiskey in Miami as of 12 p.m. today. More here: https://t.co/sC5uzmJUS7 https://t.co/lh6JOO8f1f,157_1.jpg,DORIAN,2019,Miami,WHISKEY,8/28/2019 16:00,,,
8/27/2019 23:54,158,"Effective at 11 pm, #CoastGuard will set Port Condition #YANKEE for all ports &amp; regulated facilities in Arecibo, Guanica, Guayama, Guayanilla, Mayagüez, Ponce, Salinas y Tallaboa, Puerto Rico due to #TropicalStormDorian's approach. Read more here: https://t.co/5RuePYR11Y",/,DORIAN,2019,"['ARECIBO', 'GUANICA', 'GUAYAMA', 'GUAYANILLA', 'MAYAGUEZ', 'PONCE', 'SALINAS', 'TALLABOA']",YANKEE,8/27/2019 23:54,,,
8/26/2019 17:09,159,#CoastGuard set Port Condition X-RAY at 2 a.m. Monday for #PuertoRico and the U.S. Virgin Islands due to potential sustained gale force winds greater than 39 mph from Tropical Storm #Dorian that may arrive to the area within 48 hours https://t.co/1RAvo1OXlD  #USCG #D7,/,DORIAN,2019,"['PUERTORICO', 'VIRGIN']",X-RAY,8/26/2019 17:09,,,
7/31/2019 1:32,367,The #USCG Captain of the Port set port condition Whiskey for Hawaii County meaning gale force winds 39 mph are predicted to arrive within 72 hours. Both ports currently remain open to all commercial and recreational traffic.  More information here: https://t.co/jhbdyWImTY https://t.co/r60FneYaua,367_1.jpg,ERICK,2019,"Hilo, Kawaihae",WHISKEY,7/30/2019 13:00,Ports remain open to all commercial and recreational traffic; vessels should monitor the storm and begin early preparations as required under Port Condition WHISKEY.,Ports remain open to all commercial and recreational traffic; vessels should monitor the storm and begin early preparations as required under Port Condition WHISKEY.,"All port facilities remain open; operators should implement initial heavy weather preparations, secure equipment, and monitor further Coast Guard directives."
7/12/2019 22:50,378,"#USCG sets Port Condition Zulu, closes Port of New Orleans for #TropicalStormBarry. #Barry #BarryResponse #USCGBarryResponse",/,BARRY,2019,['NewOrleans'],ZULU,7/12/2019 22:50,,,
7/12/2019 18:17,439,"To all the mariners who may be in the path of #TropicalStormBarry, check HomePort and listen for #mariner broadcasts for the the latest safety and port condition information from @USCGHeartland. Stay safe out there!",/,BARRY,2019,[],WHISKEY,7/12/2019 18:17,,,
10/11/2018 21:11,400,"The @USCG Sector Hampton Roads Captain of the Port set Port Condition Yankee at 4 p.m. Wednesday, plans to set Zulu at 10 p.m. #PortConditions #Ports #PortOfVirginia #USCG #HurricaneMichael https://t.co/BFbGjWyG7S https://t.co/Ks85DAA2tM",400_1.jpg,MICHAEL,2018,"Norfolk, Portsmouth, NewportNews",YANKEE,10/10/2018 16:00,,,
10/9/2018 2:10,401,"Coast Guard sets port condition Whiskey for ports of Wilmington and Morehead City, NC. #HurricaneMichael  Read the details here: https://t.co/adRNEsgmM4 https://t.co/tXFAT9ukge",401_1.jpg,MICHAEL,2018,"Wilmington, MoreheadCity",WHISKEY,10/8/2018 14:00,,,
9/11/2018 21:34,368,"#USCG Captain of the Port has set port condition ZULU for Hawaii, Maui, Honolulu County ports as of 8 a.m. Kauai County is expected to follow to Zulu at noon.  more here: https://t.co/ZWxkJBDDwK https://t.co/LNxNAH0XXM",368_1.jpg,OLIVIA,2018,"Honolulu, Kalaeloa, Hilo, Kawaihae, Kahului, Kaunakakai, Kaumalapau",ZULU,9/11/2018 18:00,"All vessel movements within the affected ports are suspended; no arrivals, departures or transits are permitted without specific Coast Guard approval.","All vessel movements within the affected ports are suspended; no arrivals, departures or transits are permitted without specific Coast Guard approval.","Cargo handling, bunkering and all waterfront operations are halted; facilities must secure equipment and prepare for severe weather."
9/11/2018 18:56,402,"The Captain of the Port for North Carolina set Port Condition X-ray, and the COTP for Virginia and Maryland set Port Condition Whiskey as of Monday evening, indicating that hurricane-force conditions are anticipated. #Florence #Hurricane #Preparation #Portshttps://goo.gl/5Ak4j1 https://t.co/H80CPEG9sq",402_1.jpg,FLORENCE,2018,"Wilmington, MoreheadCity, Norfolk, Portsmouth, NewportNews, Baltimore",X-RAY,9/11/2018 6:00,"All vessels should complete cargo operations, secure for heavy weather, and be prepared to depart or relocate as directed by the Captain of the Port.","All vessels should complete cargo operations, secure for heavy weather, and be prepared to depart or relocate as directed by the Captain of the Port.","Ports and marine facilities must activate their heavy-weather plans, secure hazardous materials and loose gear, and ensure that cargo-handling equipment and waterfront areas are properly secured."
9/11/2018 12:56,160,#BreakingNews @USCG sets port condition X-ray in Charleston. Find out more here https://t.co/V3ebnUOY7F https://t.co/YBSM3LeSU2,160_1.jpg,FLORENCE,2018,Charleston,X-RAY,9/11/2018 0:00,"Port remains open; all vessels may transit but must exercise caution and begin storm preparations, ensuring adequate moorings and readiness to depart if directed.","Port remains open; all vessels may transit but must exercise caution and begin storm preparations, ensuring adequate moorings and readiness to depart if directed.","Cargo and facility operations may continue; facility operators should activate hurricane plans, secure loose equipment, and prepare to suspend operations if conditions escalate."
9/10/2018 22:11,369,Hawaii and Maui County ports are in port condition YANKEE as of 8 a.m. last night ahead of #HurricaneOlivia  Honolulu and Kauai Counties remain X-RAY status. Honolulu County will set port condition YANKEE at 6 p.m. followed by Kauai County at 8 p.m.  more: https://t.co/HIHxJkRBb8 https://t.co/P0XrGG5tlh,369_1.jpg,OLIVIA,2018,"Hilo, Kawaihae, Kahului, Kaunakakai, Honolulu, Kalaeloa, Nawiliwili",YANKEE,9/10/2018 10:00,"All vessels must complete cargo operations, secure their moorings and be prepared to depart or ride out the storm in port only with Captain-of-the-Port approval.","All vessels must complete cargo operations, secure their moorings and be prepared to depart or ride out the storm in port only with Captain-of-the-Port approval.","Port and facility operators must cease cargo handling, secure hazardous materials, and implement heavy-weather mooring and shutdown procedures."
9/10/2018 12:22,161,.@USCGSoutheast sets #port condition Whiskey for the ports of #SouthCarolina in anticipation of #HurricaneFlorence.  What does that mean? Details here: https://t.co/BTI0XNWdun https://t.co/AZ1Gm2IkPc,161_1.jpg,FLORENCE,2018,"Charleston, Georgetown",WHISKEY,9/10/2018 0:00,"All vessels must initiate heavy-weather preparatory measures, review their storm mooring or departure plans, and maintain readiness to clear the port as conditions escalate.","All vessels must initiate heavy-weather preparatory measures, review their storm mooring or departure plans, and maintain readiness to clear the port as conditions escalate.","Ports and waterfront facilities remain open for normal operations; operators should secure hazardous cargo, verify emergency equipment, and begin implementing heavy-weather procedures in anticipation of conditions advancing beyond WHISKEY."
9/4/2018 15:07,379,The Coast Guard set Port Condition YANKEE for the Sector New Orleans and Sector Mobile areas. Port Condition YANKEE is set when hurricane-force winds are possible within 24 hours. For more info visit: https://t.co/1kzNfFQ0Bc,/,GORDON,2018,"['NEW', 'ORLEANS', 'MOBILE']",YANKEE,9/4/2018 15:07,,,
8/23/2018 22:46,370,The Coast Guard Captain of the Port set port condition ZULU for Honolulu County ports as of 11 a.m. today. Kauai County is expected to follow at 11 p.m. Hawaii and Maui county remain in port condition ZULU. More here: https://t.co/N6OqtDuqUt  #HurricaneLane https://t.co/YAtzZP54Fh,370_1.jpg,LANE,2018,"Princeville, Lihue, Poipu, Waialua, Nanakuli, Honolulu, Kailua, Kahuku, Kalaupapa, Kihei, Kahului, Hana, Hawi, Hilo, Volcano, Laupahoehoe",ZULU,8/23/2018 11:00,Port Condition ZULU: all vessel movements within affected ports are suspended; ports are closed to all inbound and outbound traffic.,Port Condition ZULU: all vessel movements within affected ports are suspended; ports are closed to all inbound and outbound traffic.,Port and terminal facilities must cease cargo operations and secure waterfront areas and equipment in accordance with their severe weather plans; port is closed until further notice.
8/22/2018 23:44,371,"Port condition ZULU has been set for Hawaii County, closing inbound and outbound vessel traffic until further notice ahead of #HurricaneLane.  Port condition YANKEE is set for all Oahu, Maui, Lanai, Molokai and Kauai ports as of 11 a.m. today.  more here: https://t.co/8rXx7IkFin https://t.co/OXtgw7Yhy7",371_1.jpg,LANE,2018,"Princeville, Poipu, Lihue, Waialua, Honolulu, Nanakuli, Kahuku, Kalaupapa, Kaunakakai, Lanai, Kihei, Kahului, Hana, Hawi, Laupahoehoe, Kailua, Hilo, Volcano, Kealakekua, Waikoloa",ZULU,8/22/2018 11:00,Inbound and outbound vessel traffic closed until further notice.,Inbound and outbound vessel traffic closed until further notice.,Port closed to vessel traffic until further notice.
8/7/2018 22:46,372,"The #USCG Captain of the Port set port condition YANKEE for Hawaii County Ports as of 11 a.m. Tuesday.  Ports are closed to inbound traffic, and vessel traffic control measures are in effect on vessel movements within the port.   More: https://t.co/kT5uXeTUP7  #HurricaneHector https://t.co/G3bCL7CA4s",372_1.jpg,HECTOR,2018,"Hilo, Kawaihae",YANKEE,8/7/2018 11:00,Ports are closed to inbound vessel traffic; vessel traffic control measures are in effect for all movements within the port.,Ports are closed to inbound vessel traffic; vessel traffic control measures are in effect for all movements within the port.,No specific facility directives stated beyond the closure to inbound traffic and implementation of traffic control measures.
8/5/2018 22:13,373,"The #USCG Captain of the Port set Port Condition WHISKEY for Hawaii County as of 11 a.m. These ports are currently open to all traffic, and transfer operations may continue while Whiskey is in effect.  More: https://t.co/uzIZGV6Eyh Follow #HurricaneHector: https://t.co/wFWNFOXaJJ https://t.co/OT8dMCGJDn",373_1.jpg,HECTOR,2018,"Hilo, Kawaihae",WHISKEY,8/5/2018 21:00,Ports remain open to all vessel traffic.,Ports remain open to all vessel traffic.,Transfer operations may continue while Condition WHISKEY is in effect.
